Unnamed: 0.1,Unnamed: 0,REF_DATE,GEO,DGUID,Gender,Type of corporation,Country,Industry,Size of enterprise,Executive,UNIT,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
103082,852482,2017,British Columbia,2021A000259,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695081,11.1.1.2.3.1.2.1,18.0,,,,0
103122,852522,2017,British Columbia,2021A000259,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693281,11.1.1.2.4.1.2.1,68.0,,,,0
103162,852562,2017,British Columbia,2021A000259,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694406,11.1.1.2.5.1.2.1,12.0,,,,0
103202,852602,2017,British Columbia,2021A000259,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694631,11.1.1.2.6.1.2.1,13.0,,,,0
103242,852642,2017,British Columbia,2021A000259,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694181,11.1.1.2.7.1.2.1,13.0,,,,0
103282,852682,2017,British Columbia,2021A000259,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694856,11.1.1.2.8.1.2.1,26.0,,,,0
103322,852722,2017,British Columbia,2021A000259,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693956,11.1.1.2.9.1.2.1,88.0,,,,0
103362,852762,2017,British Columbia,2021A000259,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693506,11.1.1.2.10.1.2.1,5.0,,,,0
105002,868902,2017,British Columbia,2021A000259,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605306,11.2.1.2.1.1.2.1,987.0,,,,0
105042,868942,2017,British Columbia,2021A000259,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603731,11.2.1.2.2.1.2.1,286.0,,,,0
105082,868982,2017,British Columbia,2021A000259,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605081,11.2.1.2.3.1.2.1,28.0,,,,0
105122,869022,2017,British Columbia,2021A000259,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603281,11.2.1.2.4.1.2.1,230.0,,,,0
105162,869062,2017,British Columbia,2021A000259,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604406,11.2.1.2.5.1.2.1,47.0,,,,0
105202,869102,2017,British Columbia,2021A000259,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604631,11.2.1.2.6.1.2.1,47.0,,,,0
105242,869142,2017,British Columbia,2021A000259,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604181,11.2.1.2.7.1.2.1,68.0,,,,0
105282,869182,2017,British Columbia,2021A000259,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604856,11.2.1.2.8.1.2.1,90.0,,,,0
105322,869222,2017,British Columbia,2021A000259,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603956,11.2.1.2.9.1.2.1,179.0,,,,0
105362,869262,2017,British Columbia,2021A000259,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603506,11.2.1.2.10.1.2.1,12.0,,,,0
107002,885402,2017,Yukon,2021A000260,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695342,12.1.1.2.1.1.2.1,0.0,,,,0
107042,885442,2017,Yukon,2021A000260,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693767,12.1.1.2.2.1.2.1,0.0,,,,0
107082,885482,2017,Yukon,2021A000260,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695117,12.1.1.2.3.1.2.1,0.0,,,,0
107122,885522,2017,Yukon,2021A000260,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693317,12.1.1.2.4.1.2.1,0.0,,,,0
107162,885562,2017,Yukon,2021A000260,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694442,12.1.1.2.5.1.2.1,0.0,,,,0
107202,885602,2017,Yukon,2021A000260,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694667,12.1.1.2.6.1.2.1,0.0,,,,0
107242,885642,2017,Yukon,2021A000260,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694217,12.1.1.2.7.1.2.1,0.0,,,,0
107282,885682,2017,Yukon,2021A000260,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694892,12.1.1.2.8.1.2.1,0.0,,,,0
107322,885722,2017,Yukon,2021A000260,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693992,12.1.1.2.9.1.2.1,0.0,,,,0
107362,885762,2017,Yukon,2021A000260,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693542,12.1.1.2.10.1.2.1,0.0,,,,0
109002,901902,2017,Yukon,2021A000260,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605342,12.2.1.2.1.1.2.1,0.0,,,,0
109042,901942,2017,Yukon,2021A000260,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603767,12.2.1.2.2.1.2.1,0.0,,,,0
109082,901982,2017,Yukon,2021A000260,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605117,12.2.1.2.3.1.2.1,0.0,,,,0
109122,902022,2017,Yukon,2021A000260,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603317,12.2.1.2.4.1.2.1,0.0,,,,0
109162,902062,2017,Yukon,2021A000260,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604442,12.2.1.2.5.1.2.1,0.0,,,,0
109202,902102,2017,Yukon,2021A000260,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604667,12.2.1.2.6.1.2.1,0.0,,,,0
109242,902142,2017,Yukon,2021A000260,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604217,12.2.1.2.7.1.2.1,0.0,,,,0
109282,902182,2017,Yukon,2021A000260,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604892,12.2.1.2.8.1.2.1,0.0,,,,0
109322,902222,2017,Yukon,2021A000260,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603992,12.2.1.2.9.1.2.1,0.0,,,,0
109362,902262,2017,Yukon,2021A000260,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603542,12.2.1.2.10.1.2.1,0.0,,,,0
111002,918402,2017,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695339,13.1.1.2.1.1.2.1,5.0,,,,0
111042,918442,2017,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693764,13.1.1.2.2.1.2.1,0.0,,,,0
111082,918482,2017,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695114,13.1.1.2.3.1.2.1,0.0,,,,0
111122,918522,2017,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693314,13.1.1.2.4.1.2.1,0.0,,,,0
111162,918562,2017,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694439,13.1.1.2.5.1.2.1,0.0,,,,0
111202,918602,2017,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694664,13.1.1.2.6.1.2.1,0.0,,,,0
111242,918642,2017,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694214,13.1.1.2.7.1.2.1,0.0,,,,0
111282,918682,2017,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694889,13.1.1.2.8.1.2.1,0.0,,,,0
111322,918722,2017,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693989,13.1.1.2.9.1.2.1,5.0,,,,0
111362,918762,2017,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693539,13.1.1.2.10.1.2.1,0.0,,,,0
113002,934902,2017,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605339,13.2.1.2.1.1.2.1,5.0,,,,0
113042,934942,2017,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603764,13.2.1.2.2.1.2.1,0.0,,,,0
113082,934982,2017,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605114,13.2.1.2.3.1.2.1,0.0,,,,0
113122,935022,2017,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603314,13.2.1.2.4.1.2.1,0.0,,,,0
113162,935062,2017,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604439,13.2.1.2.5.1.2.1,0.0,,,,0
113202,935102,2017,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604664,13.2.1.2.6.1.2.1,0.0,,,,0
113242,935142,2017,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604214,13.2.1.2.7.1.2.1,0.0,,,,0
113282,935182,2017,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604889,13.2.1.2.8.1.2.1,0.0,,,,0
113322,935222,2017,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603989,13.2.1.2.9.1.2.1,5.0,,,,0
113362,935262,2017,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603539,13.2.1.2.10.1.2.1,0.0,,,,0
115002,951402,2017,Nunavut,2021A000262,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695345,14.1.1.2.1.1.2.1,0.0,,,,0
115042,951442,2017,Nunavut,2021A000262,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693770,14.1.1.2.2.1.2.1,0.0,,,,0
115082,951482,2017,Nunavut,2021A000262,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695120,14.1.1.2.3.1.2.1,0.0,,,,0
115122,951522,2017,Nunavut,2021A000262,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693320,14.1.1.2.4.1.2.1,0.0,,,,0
115162,951562,2017,Nunavut,2021A000262,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694445,14.1.1.2.5.1.2.1,0.0,,,,0
115202,951602,2017,Nunavut,2021A000262,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694670,14.1.1.2.6.1.2.1,0.0,,,,0
115242,951642,2017,Nunavut,2021A000262,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694220,14.1.1.2.7.1.2.1,0.0,,,,0
115282,951682,2017,Nunavut,2021A000262,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694895,14.1.1.2.8.1.2.1,0.0,,,,0
115322,951722,2017,Nunavut,2021A000262,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693995,14.1.1.2.9.1.2.1,0.0,,,,0
115362,951762,2017,Nunavut,2021A000262,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693545,14.1.1.2.10.1.2.1,0.0,,,,0
117002,967902,2017,Nunavut,2021A000262,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605345,14.2.1.2.1.1.2.1,0.0,,,,0
117042,967942,2017,Nunavut,2021A000262,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603770,14.2.1.2.2.1.2.1,0.0,,,,0
117082,967982,2017,Nunavut,2021A000262,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605120,14.2.1.2.3.1.2.1,0.0,,,,0
117122,968022,2017,Nunavut,2021A000262,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603320,14.2.1.2.4.1.2.1,0.0,,,,0
117162,968062,2017,Nunavut,2021A000262,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604445,14.2.1.2.5.1.2.1,0.0,,,,0
117202,968102,2017,Nunavut,2021A000262,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604670,14.2.1.2.6.1.2.1,0.0,,,,0
117242,968142,2017,Nunavut,2021A000262,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604220,14.2.1.2.7.1.2.1,0.0,,,,0
117282,968182,2017,Nunavut,2021A000262,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604895,14.2.1.2.8.1.2.1,0.0,,,,0
117322,968222,2017,Nunavut,2021A000262,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603995,14.2.1.2.9.1.2.1,0.0,,,,0
117362,968262,2017,Nunavut,2021A000262,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603545,14.2.1.2.10.1.2.1,0.0,,,,0
119002,984402,2017,Unclassified province or territory,,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695327,15.1.1.2.1.1.2.1,3.0,,,,0
119042,984442,2017,Unclassified province or territory,,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693752,15.1.1.2.2.1.2.1,3.0,,,,0
119082,984482,2017,Unclassified province or territory,,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695102,15.1.1.2.3.1.2.1,0.0,,,,0
119122,984522,2017,Unclassified province or territory,,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693302,15.1.1.2.4.1.2.1,0.0,,,,0
119162,984562,2017,Unclassified province or territory,,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694427,15.1.1.2.5.1.2.1,0.0,,,,0
119202,984602,2017,Unclassified province or territory,,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694652,15.1.1.2.6.1.2.1,0.0,,,,0
119242,984642,2017,Unclassified province or territory,,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694202,15.1.1.2.7.1.2.1,0.0,,,,0
119282,984682,2017,Unclassified province or territory,,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694877,15.1.1.2.8.1.2.1,0.0,,,,0
119322,984722,2017,Unclassified province or territory,,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693977,15.1.1.2.9.1.2.1,0.0,,,,0
119362,984762,2017,Unclassified province or territory,,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693527,15.1.1.2.10.1.2.1,0.0,,,,0
121002,1000902,2017,Unclassified province or territory,,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605327,15.2.1.2.1.1.2.1,3.0,,,,0
121042,1000942,2017,Unclassified province or territory,,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603752,15.2.1.2.2.1.2.1,3.0,,,,0
121082,1000982,2017,Unclassified province or territory,,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605102,15.2.1.2.3.1.2.1,0.0,,,,0
121122,1001022,2017,Unclassified province or territory,,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603302,15.2.1.2.4.1.2.1,0.0,,,,0
121162,1001062,2017,Unclassified province or territory,,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604427,15.2.1.2.5.1.2.1,0.0,,,,0
121202,1001102,2017,Unclassified province or territory,,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604652,15.2.1.2.6.1.2.1,0.0,,,,0
